shapeA|shapeB|x_f|y_f|k_f|time_taken
(500, 784)|(784, 256)|4|1|29|0.2868177890777588
(500, 784)|(784, 256)|4|1|30|0.29336118698120117
(500, 784)|(784, 256)|4|1|31|0.29155993461608887
(500, 784)|(784, 256)|4|1|32|0.19478487968444824
(500, 784)|(784, 256)|4|2|3|0.3012349605560303
(500, 784)|(784, 256)|4|2|4|0.3811328411102295
(500, 784)|(784, 256)|4|2|5|0.3395669460296631
(500, 784)|(784, 256)|4|2|6|0.2991459369659424
(500, 784)|(784, 256)|4|2|7|0.33062291145324707
(500, 784)|(784, 256)|4|2|8|0.29421281814575195
(500, 784)|(784, 256)|4|2|9|0.34490418434143066
(500, 784)|(784, 256)|4|2|10|0.39472174644470215
(500, 784)|(784, 256)|4|2|11|0.3003239631652832
(500, 784)|(784, 256)|4|2|12|0.31655406951904297
(500, 784)|(784, 256)|4|2|13|0.3188338279724121
(500, 784)|(784, 256)|4|2|14|0.31438517570495605
(500, 784)|(784, 256)|4|2|15|0.3175008296966553
(500, 784)|(784, 256)|4|2|16|0.2961268424987793
(500, 784)|(784, 256)|4|2|17|0.34961819648742676
(500, 784)|(784, 256)|4|2|18|0.2539360523223877
(500, 784)|(784, 256)|4|2|19|0.31128501892089844
(500, 784)|(784, 256)|4|2|20|0.3186171054840088
(500, 784)|(784, 256)|4|2|21|0.33090877532958984
(500, 784)|(784, 256)|4|2|22|0.28415584564208984
(500, 784)|(784, 256)|4|2|23|0.2414991855621338
(500, 784)|(784, 256)|4|2|24|0.30181312561035156
(500, 784)|(784, 256)|4|2|25|0.3169519901275635
(500, 784)|(784, 256)|4|2|26|0.2913327217102051
(500, 784)|(784, 256)|4|2|27|0.2994859218597412
(500, 784)|(784, 256)|4|2|28|0.24475407600402832
(500, 784)|(784, 256)|4|2|29|0.2359600067138672
(500, 784)|(784, 256)|4|2|30|0.28673291206359863
(500, 784)|(784, 256)|4|2|31|0.2590901851654053
(500, 784)|(784, 256)|4|2|32|0.2950458526611328
(500, 784)|(784, 256)|4|3|4|0.3856823444366455
(500, 784)|(784, 256)|4|3|5|0.3299839496612549
(500, 784)|(784, 256)|4|3|6|0.3087608814239502
(500, 784)|(784, 256)|4|3|7|0.29193615913391113
(500, 784)|(784, 256)|4|3|8|0.2937150001525879
(500, 784)|(784, 256)|4|3|9|0.32436299324035645
(500, 784)|(784, 256)|4|3|10|0.34708189964294434
(500, 784)|(784, 256)|4|3|11|0.27092981338500977
(500, 784)|(784, 256)|4|3|12|0.3648402690887451
(500, 784)|(784, 256)|4|3|13|0.3268699645996094
(500, 784)|(784, 256)|4|3|14|0.2979741096496582
(500, 784)|(784, 256)|4|3|15|0.3190138339996338
(500, 784)|(784, 256)|4|3|16|0.30399489402770996
(500, 784)|(784, 256)|4|3|17|0.3599207401275635
(500, 784)|(784, 256)|4|3|18|0.34966397285461426
(500, 784)|(784, 256)|4|3|19|0.37735605239868164
(500, 784)|(784, 256)|4|3|20|0.37059879302978516
(500, 784)|(784, 256)|4|3|21|0.33859801292419434
(500, 784)|(784, 256)|4|3|22|0.3479647636413574
(500, 784)|(784, 256)|4|3|23|0.37432193756103516
(500, 784)|(784, 256)|4|3|24|0.3664720058441162
(500, 784)|(784, 256)|4|3|25|0.28090476989746094
(500, 784)|(784, 256)|4|3|26|0.2976369857788086
(500, 784)|(784, 256)|4|3|27|0.33201098442077637
(500, 784)|(784, 256)|4|3|28|0.3157968521118164
(500, 784)|(784, 256)|4|3|29|0.25589513778686523
(500, 784)|(784, 256)|4|3|30|0.32007598876953125
(500, 784)|(784, 256)|4|3|31|0.2795090675354004
(500, 784)|(784, 256)|4|3|32|0.3648960590362549
(500, 784)|(784, 256)|5|1|2|0.32773685455322266
(500, 784)|(784, 256)|5|1|3|0.2311720848083496
(500, 784)|(784, 256)|5|1|4|0.319364070892334
(500, 784)|(784, 256)|5|1|5|0.29363203048706055
(500, 784)|(784, 256)|5|1|6|0.2957768440246582
(500, 784)|(784, 256)|5|1|7|0.2863180637359619
(500, 784)|(784, 256)|5|1|8|0.3140552043914795
(500, 784)|(784, 256)|5|1|9|0.34750914573669434
(500, 784)|(784, 256)|5|1|10|0.3419511318206787
(500, 784)|(784, 256)|5|1|11|0.26429104804992676
(500, 784)|(784, 256)|5|1|12|0.2841367721557617
(500, 784)|(784, 256)|5|1|13|0.3294987678527832
(500, 784)|(784, 256)|5|1|14|0.3080301284790039
(500, 784)|(784, 256)|5|1|15|0.2391951084136963
(500, 784)|(784, 256)|5|1|16|0.3137650489807129
(500, 784)|(784, 256)|5|1|17|0.24499011039733887
(500, 784)|(784, 256)|5|1|18|0.29784297943115234
(500, 784)|(784, 256)|5|1|19|0.23266887664794922
(500, 784)|(784, 256)|5|1|20|0.30747294425964355
(500, 784)|(784, 256)|5|1|21|0.2951018810272217
(500, 784)|(784, 256)|5|1|22|0.29529428482055664
(500, 784)|(784, 256)|5|1|23|0.3215949535369873
(500, 784)|(784, 256)|5|1|24|0.19330906867980957
(500, 784)|(784, 256)|5|1|25|0.2936282157897949
(500, 784)|(784, 256)|5|1|26|0.29637885093688965
(500, 784)|(784, 256)|5|1|27|0.3028428554534912
(500, 784)|(784, 256)|5|1|28|0.30290818214416504
(500, 784)|(784, 256)|5|1|29|0.27465200424194336
(500, 784)|(784, 256)|5|1|30|0.31639599800109863
(500, 784)|(784, 256)|5|1|31|0.24621105194091797
(500, 784)|(784, 256)|5|1|32|0.25278210639953613
(500, 784)|(784, 256)|5|2|3|0.25183796882629395
(500, 784)|(784, 256)|5|2|4|0.36270904541015625
(500, 784)|(784, 256)|5|2|5|0.28939104080200195
(500, 784)|(784, 256)|5|2|6|0.32869386672973633
(500, 784)|(784, 256)|5|2|7|0.26645565032958984
(500, 784)|(784, 256)|5|2|8|0.332446813583374
(500, 784)|(784, 256)|5|2|9|0.35996389389038086
(500, 784)|(784, 256)|5|2|10|0.39432501792907715
(500, 784)|(784, 256)|5|2|11|0.33687615394592285
(500, 784)|(784, 256)|5|2|12|0.31481194496154785
(500, 784)|(784, 256)|5|2|13|0.3079521656036377
(500, 784)|(784, 256)|5|2|14|0.4028127193450928
(500, 784)|(784, 256)|5|2|15|0.27176809310913086
(500, 784)|(784, 256)|5|2|16|0.344592809677124
(500, 784)|(784, 256)|5|2|17|0.30725908279418945
(500, 784)|(784, 256)|5|2|18|0.29947495460510254
(500, 784)|(784, 256)|5|2|19|0.28665804862976074
(500, 784)|(784, 256)|5|2|20|0.24784588813781738
(500, 784)|(784, 256)|5|2|21|0.23918414115905762
(500, 784)|(784, 256)|5|2|22|0.41807007789611816
(500, 784)|(784, 256)|5|2|23|0.314831018447876
(500, 784)|(784, 256)|5|2|24|0.2781040668487549
(500, 784)|(784, 256)|5|2|25|0.2570760250091553
(500, 784)|(784, 256)|5|2|26|0.27497291564941406
(500, 784)|(784, 256)|5|2|27|0.3494729995727539
(500, 784)|(784, 256)|5|2|28|0.27370381355285645
(500, 784)|(784, 256)|5|2|29|0.31092095375061035
(500, 784)|(784, 256)|5|2|30|0.29357314109802246
(500, 784)|(784, 256)|5|2|31|0.3041508197784424
(500, 784)|(784, 256)|5|2|32|0.32610297203063965
(500, 784)|(784, 256)|5|3|4|0.4732472896575928
(500, 784)|(784, 256)|5|3|5|0.3298928737640381
(500, 784)|(784, 256)|5|3|6|0.36991000175476074
(500, 784)|(784, 256)|5|3|7|0.3340299129486084
(500, 784)|(784, 256)|5|3|8|0.29285693168640137
(500, 784)|(784, 256)|5|3|9|0.328629732131958
(500, 784)|(784, 256)|5|3|10|0.3093421459197998
(500, 784)|(784, 256)|5|3|11|0.3134279251098633
(500, 784)|(784, 256)|5|3|12|0.342559814453125
(500, 784)|(784, 256)|5|3|13|0.29632019996643066
(500, 784)|(784, 256)|5|3|14|0.37363409996032715
(500, 784)|(784, 256)|5|3|15|0.3108370304107666
(500, 784)|(784, 256)|5|3|16|0.3472580909729004
(500, 784)|(784, 256)|5|3|17|0.3714768886566162
(500, 784)|(784, 256)|5|3|18|0.3415060043334961
(500, 784)|(784, 256)|5|3|19|0.2996969223022461
(500, 784)|(784, 256)|5|3|20|0.31665778160095215
(500, 784)|(784, 256)|5|3|21|0.2428128719329834
(500, 784)|(784, 256)|5|3|22|0.294219970703125
(500, 784)|(784, 256)|5|3|23|0.32705259323120117
(500, 784)|(784, 256)|5|3|24|0.38687825202941895
(500, 784)|(784, 256)|5|3|25|0.2828359603881836
(500, 784)|(784, 256)|5|3|26|0.34514904022216797
(500, 784)|(784, 256)|5|3|27|0.332705020904541
(500, 784)|(784, 256)|5|3|28|0.2738358974456787
(500, 784)|(784, 256)|5|3|29|0.3633887767791748
(500, 784)|(784, 256)|5|3|30|0.40334486961364746
(500, 784)|(784, 256)|5|3|31|0.2924158573150635
(500, 784)|(784, 256)|5|3|32|0.2892889976501465
(500, 784)|(784, 256)|5|4|5|0.2962610721588135
(500, 784)|(784, 256)|5|4|6|0.30655717849731445
(500, 784)|(784, 256)|5|4|7|0.30431318283081055
(500, 784)|(784, 256)|5|4|8|0.31272411346435547
(500, 784)|(784, 256)|5|4|9|0.31300783157348633
(500, 784)|(784, 256)|5|4|10|0.3113219738006592
(500, 784)|(784, 256)|5|4|11|0.2632009983062744
(500, 784)|(784, 256)|5|4|12|0.30437397956848145
(500, 784)|(784, 256)|5|4|13|0.3329031467437744
(500, 784)|(784, 256)|5|4|14|0.3936641216278076
(500, 784)|(784, 256)|5|4|15|0.3049278259277344
(500, 784)|(784, 256)|5|4|16|0.4116957187652588
(500, 784)|(784, 256)|5|4|17|0.2807621955871582
(500, 784)|(784, 256)|5|4|18|0.2579162120819092
(500, 784)|(784, 256)|5|4|19|0.27185797691345215
(500, 784)|(784, 256)|5|4|20|0.2425241470336914
(500, 784)|(784, 256)|5|4|21|0.3153669834136963
(500, 784)|(784, 256)|5|4|22|0.3177337646484375
(500, 784)|(784, 256)|5|4|23|0.33563232421875
(500, 784)|(784, 256)|5|4|24|0.2890050411224365
(500, 784)|(784, 256)|5|4|25|0.24283719062805176
(500, 784)|(784, 256)|5|4|26|0.27143287658691406
(500, 784)|(784, 256)|5|4|27|0.2618072032928467
(500, 784)|(784, 256)|5|4|28|0.1992170810699463
(500, 784)|(784, 256)|5|4|29|0.2834920883178711
(500, 784)|(784, 256)|5|4|30|0.2227330207824707
(500, 784)|(784, 256)|5|4|31|0.2318730354309082
(500, 784)|(784, 256)|5|4|32|0.29651403427124023
(500, 784)|(784, 256)|6|1|2|0.34558892250061035
(500, 784)|(784, 256)|6|1|3|0.2972531318664551
(500, 784)|(784, 256)|6|1|4|0.27642107009887695
(500, 784)|(784, 256)|6|1|5|0.3474879264831543
(500, 784)|(784, 256)|6|1|6|0.24226617813110352
(500, 784)|(784, 256)|6|1|7|0.2895491123199463
(500, 784)|(784, 256)|6|1|8|0.2919270992279053
(500, 784)|(784, 256)|6|1|9|0.27249932289123535
(500, 784)|(784, 256)|6|1|10|0.35306310653686523
(500, 784)|(784, 256)|6|1|11|0.3005950450897217
(500, 784)|(784, 256)|6|1|12|0.40733885765075684
(500, 784)|(784, 256)|6|1|13|0.25443291664123535
(500, 784)|(784, 256)|6|1|14|0.33252787590026855
(500, 784)|(784, 256)|6|1|15|0.27245211601257324
(500, 784)|(784, 256)|6|1|16|0.26686525344848633
(500, 784)|(784, 256)|6|1|17|0.3024280071258545
(500, 784)|(784, 256)|6|1|18|0.26755595207214355
(500, 784)|(784, 256)|6|1|19|0.28533506393432617
(500, 784)|(784, 256)|6|1|20|0.30143308639526367
(500, 784)|(784, 256)|6|1|21|0.2527120113372803
(500, 784)|(784, 256)|6|1|22|0.3000960350036621
(500, 784)|(784, 256)|6|1|23|0.28507423400878906
(500, 784)|(784, 256)|6|1|24|0.31650209426879883
(500, 784)|(784, 256)|6|1|25|0.2447361946105957
(500, 784)|(784, 256)|6|1|26|0.21921396255493164
(500, 784)|(784, 256)|6|1|27|0.25080418586730957
(500, 784)|(784, 256)|6|1|28|0.2382068634033203
(500, 784)|(784, 256)|6|1|29|0.19545507431030273
(500, 784)|(784, 256)|6|1|30|0.2012321949005127
(500, 784)|(784, 256)|6|1|31|0.2336740493774414
(500, 784)|(784, 256)|6|1|32|0.22276711463928223
(500, 784)|(784, 256)|6|2|3|0.2948639392852783
(500, 784)|(784, 256)|6|2|4|0.3557610511779785
(500, 784)|(784, 256)|6|2|5|0.3190116882324219
(500, 784)|(784, 256)|6|2|6|0.3506009578704834
(500, 784)|(784, 256)|6|2|7|0.29371213912963867
(500, 784)|(784, 256)|6|2|8|0.3745768070220947
(500, 784)|(784, 256)|6|2|9|0.377777099609375
(500, 784)|(784, 256)|6|2|10|0.3578829765319824
(500, 784)|(784, 256)|6|2|11|0.3558237552642822
(500, 784)|(784, 256)|6|2|12|0.3181493282318115
(500, 784)|(784, 256)|6|2|13|0.2890498638153076
(500, 784)|(784, 256)|6|2|14|0.28992295265197754
(500, 784)|(784, 256)|6|2|15|0.26631593704223633
(500, 784)|(784, 256)|6|2|16|0.29583191871643066
(500, 784)|(784, 256)|6|2|17|0.23010492324829102
(500, 784)|(784, 256)|6|2|18|0.21079087257385254
(500, 784)|(784, 256)|6|2|19|0.24919605255126953
(500, 784)|(784, 256)|6|2|20|0.2533717155456543
(500, 784)|(784, 256)|6|2|21|0.2635979652404785
(500, 784)|(784, 256)|6|2|22|0.29413700103759766
(500, 784)|(784, 256)|6|2|23|0.3175342082977295
(500, 784)|(784, 256)|6|2|24|0.2841682434082031
(500, 784)|(784, 256)|6|2|25|0.2782473564147949
(500, 784)|(784, 256)|6|2|26|0.2816586494445801
(500, 784)|(784, 256)|6|2|27|0.21668004989624023
(500, 784)|(784, 256)|6|2|28|0.2600719928741455
(500, 784)|(784, 256)|6|2|29|0.26807403564453125
(500, 784)|(784, 256)|6|2|30|0.3287160396575928
(500, 784)|(784, 256)|6|2|31|0.270388126373291
(500, 784)|(784, 256)|6|2|32|0.2765319347381592
(500, 784)|(784, 256)|6|3|4|0.372755765914917
(500, 784)|(784, 256)|6|3|5|0.3593318462371826
(500, 784)|(784, 256)|6|3|6|0.2909529209136963
(500, 784)|(784, 256)|6|3|7|0.34317684173583984
(500, 784)|(784, 256)|6|3|8|0.35769104957580566
(500, 784)|(784, 256)|6|3|9|0.34749531745910645
(500, 784)|(784, 256)|6|3|10|0.3050370216369629
(500, 784)|(784, 256)|6|3|11|0.36359095573425293
(500, 784)|(784, 256)|6|3|12|0.3090381622314453
(500, 784)|(784, 256)|6|3|13|0.3386549949645996
(500, 784)|(784, 256)|6|3|14|0.2950150966644287
(500, 784)|(784, 256)|6|3|15|0.29662609100341797
(500, 784)|(784, 256)|6|3|16|0.3599720001220703
(500, 784)|(784, 256)|6|3|17|0.40123987197875977
(500, 784)|(784, 256)|6|3|18|0.3676321506500244
(500, 784)|(784, 256)|6|3|19|0.2982139587402344
(500, 784)|(784, 256)|6|3|20|0.3268270492553711
(500, 784)|(784, 256)|6|3|21|0.31207871437072754
(500, 784)|(784, 256)|6|3|22|0.339353084564209
(500, 784)|(784, 256)|6|3|23|0.3560299873352051
(500, 784)|(784, 256)|6|3|24|0.35805487632751465
(500, 784)|(784, 256)|6|3|25|0.35770583152770996
(500, 784)|(784, 256)|6|3|26|0.4017939567565918
(500, 784)|(784, 256)|6|3|27|0.3232541084289551
(500, 784)|(784, 256)|6|3|28|0.32720208168029785
(500, 784)|(784, 256)|6|3|29|0.3871440887451172
(500, 784)|(784, 256)|6|3|30|0.3606228828430176
(500, 784)|(784, 256)|6|3|31|0.2936089038848877
(500, 784)|(784, 256)|6|3|32|0.3972628116607666
(500, 784)|(784, 256)|6|4|5|0.3339252471923828
(500, 784)|(784, 256)|6|4|6|0.3383760452270508
(500, 784)|(784, 256)|6|4|7|0.37560009956359863
(500, 784)|(784, 256)|6|4|8|0.3715829849243164
(500, 784)|(784, 256)|6|4|9|0.3368220329284668
(500, 784)|(784, 256)|6|4|10|0.3693680763244629
(500, 784)|(784, 256)|6|4|11|0.3009669780731201
(500, 784)|(784, 256)|6|4|12|0.28634119033813477
(500, 784)|(784, 256)|6|4|13|0.26660919189453125
(500, 784)|(784, 256)|6|4|14|0.29625892639160156
(500, 784)|(784, 256)|6|4|15|0.2653648853302002
(500, 784)|(784, 256)|6|4|16|0.3566868305206299
(500, 784)|(784, 256)|6|4|17|0.38406825065612793
(500, 784)|(784, 256)|6|4|18|0.2963099479675293
(500, 784)|(784, 256)|6|4|19|0.2835099697113037
(500, 784)|(784, 256)|6|4|20|0.28702282905578613
(500, 784)|(784, 256)|6|4|21|0.27910494804382324
(500, 784)|(784, 256)|6|4|22|0.31902003288269043
(500, 784)|(784, 256)|6|4|23|0.2450568675994873
(500, 784)|(784, 256)|6|4|24|0.30197596549987793
(500, 784)|(784, 256)|6|4|25|0.2694849967956543
(500, 784)|(784, 256)|6|4|26|0.28720879554748535
(500, 784)|(784, 256)|6|4|27|0.2856457233428955
(500, 784)|(784, 256)|6|4|28|0.3358030319213867
(500, 784)|(784, 256)|6|4|29|0.3396799564361572
(500, 784)|(784, 256)|6|4|30|0.32908082008361816
(500, 784)|(784, 256)|6|4|31|0.24988722801208496
(500, 784)|(784, 256)|6|4|32|0.33697509765625
(500, 784)|(784, 256)|6|5|6|0.3972780704498291
(500, 784)|(784, 256)|6|5|7|0.40299105644226074
(500, 784)|(784, 256)|6|5|8|0.4248471260070801
(500, 784)|(784, 256)|6|5|9|0.31743788719177246
(500, 784)|(784, 256)|6|5|10|0.41698575019836426
(500, 784)|(784, 256)|6|5|11|0.38809919357299805
(500, 784)|(784, 256)|6|5|12|0.3492701053619385
(500, 784)|(784, 256)|6|5|13|0.42052197456359863
(500, 784)|(784, 256)|6|5|14|0.3125770092010498
(500, 784)|(784, 256)|6|5|15|0.31465816497802734
(500, 784)|(784, 256)|6|5|16|0.41245007514953613
(500, 784)|(784, 256)|6|5|17|0.39670705795288086
(500, 784)|(784, 256)|6|5|18|0.37986087799072266
(500, 784)|(784, 256)|6|5|19|0.40467190742492676
(500, 784)|(784, 256)|6|5|20|0.32492589950561523
(500, 784)|(784, 256)|6|5|21|0.35421085357666016
(500, 784)|(784, 256)|6|5|22|0.45664310455322266
(500, 784)|(784, 256)|6|5|23|0.37183403968811035
(500, 784)|(784, 256)|6|5|24|0.45846104621887207
(500, 784)|(784, 256)|6|5|25|0.4190828800201416
(500, 784)|(784, 256)|6|5|26|0.3344700336456299
(500, 784)|(784, 256)|6|5|27|0.42935705184936523
(500, 784)|(784, 256)|6|5|28|0.39026498794555664
(500, 784)|(784, 256)|6|5|29|0.38324904441833496
(500, 784)|(784, 256)|6|5|30|0.37208008766174316
(500, 784)|(784, 256)|6|5|31|0.3298771381378174
(500, 784)|(784, 256)|6|5|32|0.4243619441986084
(500, 784)|(784, 256)|7|1|2|0.3252239227294922
(500, 784)|(784, 256)|7|1|3|0.2981908321380615
(500, 784)|(784, 256)|7|1|4|0.2477891445159912
(500, 784)|(784, 256)|7|1|5|0.28713321685791016
(500, 784)|(784, 256)|7|1|6|0.2714531421661377
(500, 784)|(784, 256)|7|1|7|0.2955811023712158
(500, 784)|(784, 256)|7|1|8|0.31189894676208496
(500, 784)|(784, 256)|7|1|9|0.40065598487854004
(500, 784)|(784, 256)|7|1|10|0.42128682136535645
(500, 784)|(784, 256)|7|1|11|0.3395822048187256
(500, 784)|(784, 256)|7|1|12|0.36231136322021484
(500, 784)|(784, 256)|7|1|13|0.23759984970092773
(500, 784)|(784, 256)|7|1|14|0.3422660827636719
(500, 784)|(784, 256)|7|1|15|0.31497979164123535
(500, 784)|(784, 256)|7|1|16|0.2864978313446045
(500, 784)|(784, 256)|7|1|17|0.34734272956848145
(500, 784)|(784, 256)|7|1|18|0.30058908462524414
(500, 784)|(784, 256)|7|1|19|0.21264386177062988
(500, 784)|(784, 256)|7|1|20|0.25953006744384766
(500, 784)|(784, 256)|7|1|21|0.310513973236084
(500, 784)|(784, 256)|7|1|22|0.22405195236206055
(500, 784)|(784, 256)|7|1|23|0.24492788314819336
(500, 784)|(784, 256)|7|1|24|0.3255910873413086
(500, 784)|(784, 256)|7|1|25|0.2748842239379883
(500, 784)|(784, 256)|7|1|26|0.3874180316925049
(500, 784)|(784, 256)|7|1|27|0.27811384201049805
(500, 784)|(784, 256)|7|1|28|0.30021095275878906
(500, 784)|(784, 256)|7|1|29|0.28499507904052734
(500, 784)|(784, 256)|7|1|30|0.26352930068969727
(500, 784)|(784, 256)|7|1|31|0.27176499366760254
(500, 784)|(784, 256)|7|1|32|0.28896188735961914
(500, 784)|(784, 256)|7|2|3|0.2919921875
(500, 784)|(784, 256)|7|2|4|0.3079872131347656
(500, 784)|(784, 256)|7|2|5|0.30994296073913574
(500, 784)|(784, 256)|7|2|6|0.3546297550201416
(500, 784)|(784, 256)|7|2|7|0.3543548583984375
