shapeA|shapeB|x_f|y_f|k_f|time_taken
(3000, 784)|(784, 256)|4|1|9|0.22054100036621094
(3000, 784)|(784, 256)|4|1|10|0.26545190811157227
(3000, 784)|(784, 256)|4|1|11|0.21273398399353027
(3000, 784)|(784, 256)|4|1|12|0.24805903434753418
(3000, 784)|(784, 256)|4|1|13|0.23241591453552246
(3000, 784)|(784, 256)|4|1|14|0.29114389419555664
(3000, 784)|(784, 256)|4|1|15|0.18347597122192383
(3000, 784)|(784, 256)|4|1|16|0.24061822891235352
(3000, 784)|(784, 256)|4|2|3|0.24712920188903809
(3000, 784)|(784, 256)|4|2|4|0.2397000789642334
(3000, 784)|(784, 256)|4|2|5|0.1703038215637207
(3000, 784)|(784, 256)|4|2|6|0.19651198387145996
(3000, 784)|(784, 256)|4|2|7|0.23099803924560547
(3000, 784)|(784, 256)|4|2|8|0.2306511402130127
(3000, 784)|(784, 256)|4|2|9|0.26096200942993164
(3000, 784)|(784, 256)|4|2|10|0.2702300548553467
(3000, 784)|(784, 256)|4|2|11|0.20894193649291992
(3000, 784)|(784, 256)|4|2|12|1.5638539791107178
(3000, 784)|(784, 256)|4|2|13|0.39176011085510254
(3000, 784)|(784, 256)|4|2|14|0.23375535011291504
(3000, 784)|(784, 256)|4|2|15|0.19332313537597656
(3000, 784)|(784, 256)|4|2|16|0.15987949371338
(3000, 784)|(784, 256)|4|3|4|0.413909912109375
(3000, 784)|(784, 256)|4|3|5|0.21501493453979492
(3000, 784)|(784, 256)|4|3|6|0.2539987564086914
(3000, 784)|(784, 256)|4|3|7|0.2471480369567871
(3000, 784)|(784, 256)|4|3|8|0.2152550220489502
(3000, 784)|(784, 256)|4|3|9|0.1945507526397705
(3000, 784)|(784, 256)|4|3|10|0.22926902770996094
(3000, 784)|(784, 256)|4|3|11|0.2629508972167969
(3000, 784)|(784, 256)|4|3|12|0.29237985610961914
(3000, 784)|(784, 256)|4|3|13|0.22847676277160645
(3000, 784)|(784, 256)|4|3|14|0.3799171447753906
(3000, 784)|(784, 256)|4|3|15|0.24376606941223145
(3000, 784)|(784, 256)|4|3|16|0.23958992958068848
(3000, 784)|(784, 256)|5|1|2|0.11481809616088867
(3000, 784)|(784, 256)|5|1|3|0.2475569248199463
(3000, 784)|(784, 256)|5|1|4|0.30812692642211914
(3000, 784)|(784, 256)|5|1|5|0.165496826171875
(3000, 784)|(784, 256)|5|1|6|0.2982978820800781
(3000, 784)|(784, 256)|5|1|7|0.3154900074005127
(3000, 784)|(784, 256)|5|1|8|0.1904759407043457
(3000, 784)|(784, 256)|5|1|9|0.18990206718444824
(3000, 784)|(784, 256)|5|1|10|0.2624680995941162
(3000, 784)|(784, 256)|5|1|11|0.2747619152069092
(3000, 784)|(784, 256)|5|1|12|0.2465651035308838
(3000, 784)|(784, 256)|5|1|13|0.1921539306640625
(3000, 784)|(784, 256)|5|1|14|0.24948692321777344
(3000, 784)|(784, 256)|5|1|15|0.26212286949157715
(3000, 784)|(784, 256)|5|1|16|0.21304607391357422
(3000, 784)|(784, 256)|5|2|3|0.19053316116333008
(3000, 784)|(784, 256)|5|2|4|0.29120373725891113
(3000, 784)|(784, 256)|5|2|5|0.2676820755004883
(3000, 784)|(784, 256)|5|2|6|0.2835350036621094
(3000, 784)|(784, 256)|5|2|7|0.26420021057128906
(3000, 784)|(784, 256)|5|2|8|0.28206801414489746
(3000, 784)|(784, 256)|5|2|9|0.2057967185974121
(3000, 784)|(784, 256)|5|2|10|0.2948918342590332
(3000, 784)|(784, 256)|5|2|11|0.1683950424194336
(3000, 784)|(784, 256)|5|2|12|0.26139020919799805
(3000, 784)|(784, 256)|5|2|13|0.23695993423461914
(3000, 784)|(784, 256)|5|2|14|0.3105638027191162
(3000, 784)|(784, 256)|5|2|15|0.2178046703338623
(3000, 784)|(784, 256)|5|2|16|0.2618522644042969
(3000, 784)|(784, 256)|5|3|4|0.5106523036956787
(3000, 784)|(784, 256)|5|3|5|0.21137094497680664
(3000, 784)|(784, 256)|5|3|6|0.27059292793273926
(3000, 784)|(784, 256)|5|3|7|0.15486526489257812
(3000, 784)|(784, 256)|5|3|8|0.30829787254333496
(3000, 784)|(784, 256)|5|3|9|0.3373527526855469
(3000, 784)|(784, 256)|5|3|10|0.2494049072265625
(3000, 784)|(784, 256)|5|3|11|0.2987818717956543
(3000, 784)|(784, 256)|5|3|12|0.310413122177124
(3000, 784)|(784, 256)|5|3|13|0.22395968437194824
(3000, 784)|(784, 256)|5|3|14|0.27750396728515625
(3000, 784)|(784, 256)|5|3|15|0.12126803398132324
(3000, 784)|(784, 256)|5|3|16|0.2655599117279053
(3000, 784)|(784, 256)|5|4|5|0.24533605575561523
(3000, 784)|(784, 256)|5|4|6|0.301131010055542
(3000, 784)|(784, 256)|5|4|7|0.30680203437805176
(3000, 784)|(784, 256)|5|4|8|0.2793161869049072
(3000, 784)|(784, 256)|5|4|9|0.3047192096710205
(3000, 784)|(784, 256)|5|4|10|0.27906084060668945
(3000, 784)|(784, 256)|5|4|11|0.2491757869720459
(3000, 784)|(784, 256)|5|4|12|0.22154998779296875
(3000, 784)|(784, 256)|5|4|13|0.2536129951477051
(3000, 784)|(784, 256)|5|4|14|0.21585416793823242
(3000, 784)|(784, 256)|5|4|15|0.25373101234436035
(3000, 784)|(784, 256)|5|4|16|0.3365440368652344
(3000, 784)|(784, 256)|6|1|2|0.24594974517822266
(3000, 784)|(784, 256)|6|1|3|0.30510592460632324
(3000, 784)|(784, 256)|6|1|4|0.27588510513305664
(3000, 784)|(784, 256)|6|1|5|0.23046398162841797
(3000, 784)|(784, 256)|6|1|6|0.29907989501953125
(3000, 784)|(784, 256)|6|1|7|0.33280301094055176
(3000, 784)|(784, 256)|6|1|8|0.2713301181793213
(3000, 784)|(784, 256)|6|1|9|0.31259989738464355
(3000, 784)|(784, 256)|6|1|10|0.3049180507659912
(3000, 784)|(784, 256)|6|1|11|0.23884105682373047
(3000, 784)|(784, 256)|6|1|12|0.2451179027557373
(3000, 784)|(784, 256)|6|1|13|0.16426515579223633
(3000, 784)|(784, 256)|6|1|14|0.2347729206085205
(3000, 784)|(784, 256)|6|1|15|0.28748106956481934
(3000, 784)|(784, 256)|6|1|16|0.2409827709197998
(3000, 784)|(784, 256)|6|2|3|0.2605299949645996
(3000, 784)|(784, 256)|6|2|4|0.2535982131958008
(3000, 784)|(784, 256)|6|2|5|0.24329113960266113
(3000, 784)|(784, 256)|6|2|6|0.30480480194091797
(3000, 784)|(784, 256)|6|2|7|0.2736968994140625
(3000, 784)|(784, 256)|6|2|8|0.2627267837524414
(3000, 784)|(784, 256)|6|2|9|0.25549912452697754
(3000, 784)|(784, 256)|6|2|10|0.2474370002746582
(3000, 784)|(784, 256)|6|2|11|0.21991491317749023
(3000, 784)|(784, 256)|6|2|12|0.23797607421875
(3000, 784)|(784, 256)|6|2|13|0.21289396286010742
(3000, 784)|(784, 256)|6|2|14|0.2323300838470459
(3000, 784)|(784, 256)|6|2|15|0.28051304817199707
(3000, 784)|(784, 256)|6|2|16|0.19997477531433105
(3000, 784)|(784, 256)|6|3|4|0.2147672176361084
(3000, 784)|(784, 256)|6|3|5|0.25078511238098145
(3000, 784)|(784, 256)|6|3|6|0.34330296516418457
(3000, 784)|(784, 256)|6|3|7|0.252821683883667
(3000, 784)|(784, 256)|6|3|8|0.24277114868164062
(3000, 784)|(784, 256)|6|3|9|0.33252620697021484
(3000, 784)|(784, 256)|6|3|10|0.28492283821105957
(3000, 784)|(784, 256)|6|3|11|0.2786550521850586
(3000, 784)|(784, 256)|6|3|12|0.2871999740600586
(3000, 784)|(784, 256)|6|3|13|0.24725723266601562
(3000, 784)|(784, 256)|6|3|14|0.2179429531097412
(3000, 784)|(784, 256)|6|3|15|0.29793715476989746
(3000, 784)|(784, 256)|6|3|16|0.22976279258728027
(3000, 784)|(784, 256)|6|4|5|0.21509289741516113
(3000, 784)|(784, 256)|6|4|6|0.2256150245666504
(3000, 784)|(784, 256)|6|4|7|0.19470500946044922
(3000, 784)|(784, 256)|6|4|8|0.2161698341369629
(3000, 784)|(784, 256)|6|4|9|0.28162097930908203
(3000, 784)|(784, 256)|6|4|10|0.19429397583007812
(3000, 784)|(784, 256)|6|4|11|0.2788538932800293
(3000, 784)|(784, 256)|6|4|12|0.2439250946044922
(3000, 784)|(784, 256)|6|4|13|0.18941402435302734
(3000, 784)|(784, 256)|6|4|14|0.31288886070251465
(3000, 784)|(784, 256)|6|4|15|0.2242450714111328
(3000, 784)|(784, 256)|6|4|16|0.26855993270874023
(3000, 784)|(784, 256)|6|5|6|0.15901899337768555
(3000, 784)|(784, 256)|6|5|7|0.14215612411499023
(3000, 784)|(784, 256)|6|5|8|0.24405574798583984
(3000, 784)|(784, 256)|6|5|9|0.2935459613800049
(3000, 784)|(784, 256)|6|5|10|0.2753129005432129
(3000, 784)|(784, 256)|6|5|11|0.2082810401916504
(3000, 784)|(784, 256)|6|5|12|0.2424919605255127
(3000, 784)|(784, 256)|6|5|13|0.22532987594604492
(3000, 784)|(784, 256)|6|5|14|0.3040130138397217
(3000, 784)|(784, 256)|6|5|15|0.2592170238494873
(3000, 784)|(784, 256)|6|5|16|0.28020715713500977
(3000, 784)|(784, 256)|7|1|2|0.27527666091918945
(3000, 784)|(784, 256)|7|1|3|0.2582080364227295
(3000, 784)|(784, 256)|7|1|4|0.30318212509155273
(3000, 784)|(784, 256)|7|1|5|0.23984789848327637
(3000, 784)|(784, 256)|7|1|6|0.20883989334106445
(3000, 784)|(784, 256)|7|1|7|0.3092648983001709
(3000, 784)|(784, 256)|7|1|8|0.20007801055908203
(3000, 784)|(784, 256)|7|1|9|0.2057209014892578
(3000, 784)|(784, 256)|7|1|10|0.25135207176208496
(3000, 784)|(784, 256)|7|1|11|0.28540611267089844
(3000, 784)|(784, 256)|7|1|12|0.27269506454467773
(3000, 784)|(784, 256)|7|1|13|0.2528109550476074
(3000, 784)|(784, 256)|7|1|14|0.27339792251586914
(3000, 784)|(784, 256)|7|1|15|0.19022512435913086
(3000, 784)|(784, 256)|7|1|16|0.19152379035949707
(3000, 784)|(784, 256)|7|2|3|0.19890832901000977
(3000, 784)|(784, 256)|7|2|4|0.22576308250427246
(3000, 784)|(784, 256)|7|2|5|0.25081706047058105
(3000, 784)|(784, 256)|7|2|6|0.26192808151245117
(3000, 784)|(784, 256)|7|2|7|0.2769019603729248
(3000, 784)|(784, 256)|7|2|8|0.24648690223693848
(3000, 784)|(784, 256)|7|2|9|0.3242321014404297
(3000, 784)|(784, 256)|7|2|10|0.274655818939209
(3000, 784)|(784, 256)|7|2|11|0.2650609016418457
(3000, 784)|(784, 256)|7|2|12|0.24254679679870605
(3000, 784)|(784, 256)|7|2|13|0.31208300590515137
(3000, 784)|(784, 256)|7|2|14|0.2431962490081787
(3000, 784)|(784, 256)|7|2|15|0.2263779640197754
(3000, 784)|(784, 256)|7|2|16|0.30769991874694824
(3000, 784)|(784, 256)|7|3|4|0.24206161499023438
(3000, 784)|(784, 256)|7|3|5|0.2618062496185303
(3000, 784)|(784, 256)|7|3|6|0.16689705848693848
(3000, 784)|(784, 256)|7|3|7|0.26666998863220215
(3000, 784)|(784, 256)|7|3|8|0.21639418601989746
(3000, 784)|(784, 256)|7|3|9|0.25483107566833496
(3000, 784)|(784, 256)|7|3|10|0.2626922130584717
(3000, 784)|(784, 256)|7|3|11|0.2621588706970215
(3000, 784)|(784, 256)|7|3|12|0.30345988273620605
(3000, 784)|(784, 256)|7|3|13|0.25419116020202637
(3000, 784)|(784, 256)|7|3|14|0.24990105628967285
(3000, 784)|(784, 256)|7|3|15|0.2360987663269043
(3000, 784)|(784, 256)|7|3|16|0.28196120262145996
(3000, 784)|(784, 256)|7|4|5|0.1452031135559082
(3000, 784)|(784, 256)|7|4|6|0.2741858959197998
(3000, 784)|(784, 256)|7|4|7|0.260969877243042
(3000, 784)|(784, 256)|7|4|8|0.29245495796203613
(3000, 784)|(784, 256)|7|4|9|0.29937314987182617
(3000, 784)|(784, 256)|7|4|10|0.12323403358459473
(3000, 784)|(784, 256)|7|4|11|0.21945500373840332
(3000, 784)|(784, 256)|7|4|12|0.21381688117980957
(3000, 784)|(784, 256)|7|4|13|0.220595121383667
(3000, 784)|(784, 256)|7|4|14|0.2255711555480957
(3000, 784)|(784, 256)|7|4|15|0.2652580738067627
(3000, 784)|(784, 256)|7|4|16|0.2374560832977295
(3000, 784)|(784, 256)|7|5|6|0.3085179328918457
(3000, 784)|(784, 256)|7|5|7|0.31505894660949707
(3000, 784)|(784, 256)|7|5|8|0.23104286193847656
(3000, 784)|(784, 256)|7|5|9|0.19998693466186523
(3000, 784)|(784, 256)|7|5|10|0.2633988857269287
(3000, 784)|(784, 256)|7|5|11|0.22788715362548828
(3000, 784)|(784, 256)|7|5|12|0.20310211181640625
(3000, 784)|(784, 256)|7|5|13|0.24364900588989258
(3000, 784)|(784, 256)|7|5|14|0.20879483222961426
(3000, 784)|(784, 256)|7|5|15|0.28533005714416504
(3000, 784)|(784, 256)|7|5|16|0.2957799434661865
(3000, 784)|(784, 256)|7|6|7|0.17188596725463867
(3000, 784)|(784, 256)|7|6|8|0.14449191093444824
(3000, 784)|(784, 256)|7|6|9|0.20663022994995117
(3000, 784)|(784, 256)|7|6|10|0.2721860408782959
(3000, 784)|(784, 256)|7|6|11|0.2105119228363037
(3000, 784)|(784, 256)|7|6|12|0.3083200454711914
(3000, 784)|(784, 256)|7|6|13|0.11033821105957031
(3000, 784)|(784, 256)|7|6|14|0.24848508834838867
(3000, 784)|(784, 256)|7|6|15|0.16301965713500977
(3000, 784)|(784, 256)|7|6|16|0.3154618740081787
(3000, 784)|(784, 256)|8|1|2|0.2515730857849121
(3000, 784)|(784, 256)|8|1|3|0.2709779739379883
(3000, 784)|(784, 256)|8|1|4|0.2763538360595703
(3000, 784)|(784, 256)|8|1|5|0.22257733345031738
(3000, 784)|(784, 256)|8|1|6|0.3018608093261719
(3000, 784)|(784, 256)|8|1|7|0.1933279037475586
(3000, 784)|(784, 256)|8|1|8|0.2623119354248047
(3000, 784)|(784, 256)|8|1|9|0.308729887008667
(3000, 784)|(784, 256)|8|1|10|0.1971728801727295
(3000, 784)|(784, 256)|8|1|11|0.2522292137145996
(3000, 784)|(784, 256)|8|1|12|0.21931076049804688
(3000, 784)|(784, 256)|8|1|13|0.2913370132446289
(3000, 784)|(784, 256)|8|1|14|0.21877121925354004
(3000, 784)|(784, 256)|8|1|15|0.260422945022583
(3000, 784)|(784, 256)|8|1|16|0.20071005821228027
(3000, 784)|(784, 256)|8|2|3|0.31715989112854004
(3000, 784)|(784, 256)|8|2|4|0.29436802864074707
(3000, 784)|(784, 256)|8|2|5|0.2415297031402588
(3000, 784)|(784, 256)|8|2|6|0.2753469944000244
(3000, 784)|(784, 256)|8|2|7|0.19704794883728027
(3000, 784)|(784, 256)|8|2|8|0.2626180648803711
(3000, 784)|(784, 256)|8|2|9|0.26872706413269043
(3000, 784)|(784, 256)|8|2|10|0.2833371162414551
(3000, 784)|(784, 256)|8|2|11|0.28011584281921387
(3000, 784)|(784, 256)|8|2|12|0.23359107971191406
(3000, 784)|(784, 256)|8|2|13|0.25220394134521484
(3000, 784)|(784, 256)|8|2|14|0.24071335792541504
(3000, 784)|(784, 256)|8|2|15|0.15344882011413574
(3000, 784)|(784, 256)|8|2|16|0.24895787239074707
(3000, 784)|(784, 256)|8|3|4|0.2735011577606201
(3000, 784)|(784, 256)|8|3|5|0.3077099323272705
(3000, 784)|(784, 256)|8|3|6|0.3887929916381836
(3000, 784)|(784, 256)|8|3|7|0.2274010181427002
(3000, 784)|(784, 256)|8|3|8|0.24900507926940918
(3000, 784)|(784, 256)|8|3|9|0.27008891105651855
(3000, 784)|(784, 256)|8|3|10|0.420543909072876
(3000, 784)|(784, 256)|8|3|11|0.2751939296722412
(3000, 784)|(784, 256)|8|3|12|0.3478391170501709
(3000, 784)|(784, 256)|8|3|13|0.25961804389953613
(3000, 784)|(784, 256)|8|3|14|0.25525903701782227
(3000, 784)|(784, 256)|8|3|15|0.2995483875274658
(3000, 784)|(784, 256)|8|3|16|0.33179807662963867
(3000, 784)|(784, 256)|8|4|5|0.24396920204162598
(3000, 784)|(784, 256)|8|4|6|0.19334983825683594
(3000, 784)|(784, 256)|8|4|7|0.21932291984558105
(3000, 784)|(784, 256)|8|4|8|0.2801518440246582
(3000, 784)|(784, 256)|8|4|9|0.29918789863586426
(3000, 784)|(784, 256)|8|4|10|0.250957727432251
(3000, 784)|(784, 256)|8|4|11|0.2143399715423584
(3000, 784)|(784, 256)|8|4|12|0.23491191864013672
(3000, 784)|(784, 256)|8|4|13|0.2746269702911377
(3000, 784)|(784, 256)|8|4|14|0.23987817764282227
(3000, 784)|(784, 256)|8|4|15|0.18504095077514648
(3000, 784)|(784, 256)|8|4|16|0.2616569995880127
(3000, 784)|(784, 256)|8|5|6|0.20835185050964355
(3000, 784)|(784, 256)|8|5|7|0.25806689262390137
(3000, 784)|(784, 256)|8|5|8|0.32211995124816895
(3000, 784)|(784, 256)|8|5|9|0.2125110626220703
(3000, 784)|(784, 256)|8|5|10|0.2784740924835205
(3000, 784)|(784, 256)|8|5|11|0.21538400650024414
(3000, 784)|(784, 256)|8|5|12|0.27071213722229004
(3000, 784)|(784, 256)|8|5|13|0.2371971607208252
(3000, 784)|(784, 256)|8|5|14|0.14116191864013672
(3000, 784)|(784, 256)|8|5|15|0.24890708923339844
(3000, 784)|(784, 256)|8|5|16|0.3225698471069336
(3000, 784)|(784, 256)|8|6|7|0.2636559009552002
(3000, 784)|(784, 256)|8|6|8|0.3177647590637207
(3000, 784)|(784, 256)|8|6|9|0.21198487281799316
(3000, 784)|(784, 256)|8|6|10|0.1612257957458496
(3000, 784)|(784, 256)|8|6|11|0.2672300338745117
(3000, 784)|(784, 256)|8|6|12|0.19436168670654297
(3000, 784)|(784, 256)|8|6|13|0.17899203300476074
(3000, 784)|(784, 256)|8|6|14|0.2544429302215576
(3000, 784)|(784, 256)|8|6|15|0.24669170379638672
(3000, 784)|(784, 256)|8|6|16|0.17446303367614746
(3000, 784)|(784, 256)|8|7|8|0.31470608711242676
(3000, 784)|(784, 256)|8|7|9|0.24060487747192383
(3000, 784)|(784, 256)|8|7|10|0.30868005752563477
(3000, 784)|(784, 256)|8|7|11|0.27500200271606445
(3000, 784)|(784, 256)|8|7|12|0.3223578929901123
(3000, 784)|(784, 256)|8|7|13|0.2503931522369385
(3000, 784)|(784, 256)|8|7|14|0.27579283714294434
(3000, 784)|(784, 256)|8|7|15|0.30739784240722656
(3000, 784)|(784, 256)|8|7|16|0.24505209922790527
(3000, 784)|(784, 256)|9|1|2|0.21672701835632324
(3000, 784)|(784, 256)|9|1|3|0.26940107345581055
(3000, 784)|(784, 256)|9|1|4|0.10191893577575684
(3000, 784)|(784, 256)|9|1|5|0.2454979419708252
(3000, 784)|(784, 256)|9|1|6|0.20101618766784668
(3000, 784)|(784, 256)|9|1|7|0.20065617561340332
(3000, 784)|(784, 256)|9|1|8|0.20272469520568848
(3000, 784)|(784, 256)|9|1|9|0.210191011428833
(3000, 784)|(784, 256)|9|1|10|0.263779878616333
(3000, 784)|(784, 256)|9|1|11|0.21271491050720215
(3000, 784)|(784, 256)|9|1|12|0.31836390495300293
(3000, 784)|(784, 256)|9|1|13|0.15803790092468262
(3000, 784)|(784, 256)|9|1|14|0.319058895111084
(3000, 784)|(784, 256)|9|1|15|0.1813669204711914
(3000, 784)|(784, 256)|9|1|16|0.22742080688476562
(3000, 784)|(784, 256)|9|2|3|0.2988901138305664
(3000, 784)|(784, 256)|9|2|4|0.356337308883667
(3000, 784)|(784, 256)|9|2|5|0.2535109519958496
(3000, 784)|(784, 256)|9|2|6|0.3151223659515381
(3000, 784)|(784, 256)|9|2|7|0.30440402030944824
(3000, 784)|(784, 256)|9|2|8|0.2167530059814453
(3000, 784)|(784, 256)|9|2|9|0.22443103790283203
(3000, 784)|(784, 256)|9|2|10|0.2748539447784424
(3000, 784)|(784, 256)|9|2|11|0.18350720405578613
(3000, 784)|(784, 256)|9|2|12|0.1693422794342041
(3000, 784)|(784, 256)|9|2|13|0.23026013374328613
(3000, 784)|(784, 256)|9|2|14|0.3167600631713867
(3000, 784)|(784, 256)|9|2|15|0.1360640525817871
(3000, 784)|(784, 256)|9|2|16|0.2162492275238037
(3000, 784)|(784, 256)|9|3|4|0.34420084953308105
(3000, 784)|(784, 256)|9|3|5|0.25850701332092285
(3000, 784)|(784, 256)|9|3|6|0.34617114067077637
(3000, 784)|(784, 256)|9|3|7|0.2761878967285156
(3000, 784)|(784, 256)|9|3|8|0.31540799140930176
(3000, 784)|(784, 256)|9|3|9|0.2743821144104004
(3000, 784)|(784, 256)|9|3|10|0.21971631050109863
(3000, 784)|(784, 256)|9|3|11|0.24355816841125488
(3000, 784)|(784, 256)|9|3|12|0.22231292724609375
(3000, 784)|(784, 256)|9|3|13|0.2258908748626709
(3000, 784)|(784, 256)|9|3|14|0.30884528160095215
(3000, 784)|(784, 256)|9|3|15|0.26465511322021484
(3000, 784)|(784, 256)|9|3|16|0.22623777389526367
(3000, 784)|(784, 256)|9|4|5|0.24840092658996582
(3000, 784)|(784, 256)|9|4|6|0.2859370708465576
(3000, 784)|(784, 256)|9|4|7|0.20601487159729004
(3000, 784)|(784, 256)|9|4|8|0.24158501625061035
(3000, 784)|(784, 256)|9|4|9|0.27033090591430664
(3000, 784)|(784, 256)|9|4|10|0.3245830535888672
(3000, 784)|(784, 256)|9|4|11|0.2629060745239258
(3000, 784)|(784, 256)|9|4|12|0.2221229076385498
(3000, 784)|(784, 256)|9|4|13|0.21104812622070312
(3000, 784)|(784, 256)|9|4|14|0.2526829242706299
(3000, 784)|(784, 256)|9|4|15|0.253648042678833
(3000, 784)|(784, 256)|9|4|16|0.2236342430114746
(3000, 784)|(784, 256)|9|5|6|0.26483988761901855
(3000, 784)|(784, 256)|9|5|7|0.2390270233154297
(3000, 784)|(784, 256)|9|5|8|0.21722984313964844
(3000, 784)|(784, 256)|9|5|9|0.255795955657959
(3000, 784)|(784, 256)|9|5|10|0.30380988121032715
(3000, 784)|(784, 256)|9|5|11|0.1962730884552002
(3000, 784)|(784, 256)|9|5|12|0.2000429630279541
(3000, 784)|(784, 256)|9|5|13|0.2242579460144043
(3000, 784)|(784, 256)|9|5|14|0.21367406845092773
(3000, 784)|(784, 256)|9|5|15|0.3443939685821533
(3000, 784)|(784, 256)|9|5|16|0.22281813621520996
(3000, 784)|(784, 256)|9|6|7|0.2164609432220459
(3000, 784)|(784, 256)|9|6|8|0.30885767936706543
(3000, 784)|(784, 256)|9|6|9|0.2688438892364502
(3000, 784)|(784, 256)|9|6|10|0.2236027717590332
(3000, 784)|(784, 256)|9|6|11|0.3649630546569824
(3000, 784)|(784, 256)|9|6|12|0.24827909469604492
(3000, 784)|(784, 256)|9|6|13|0.22893285751342773
(3000, 784)|(784, 256)|9|6|14|0.21943879127502441
(3000, 784)|(784, 256)|9|6|15|0.2738983631134033
(3000, 784)|(784, 256)|9|6|16|0.2556459903717041
(3000, 784)|(784, 256)|9|7|8|0.3010721206665039
(3000, 784)|(784, 256)|9|7|9|0.23119091987609863
(3000, 784)|(784, 256)|9|7|10|0.32494616508483887
(3000, 784)|(784, 256)|9|7|11|0.29366588592529297
(3000, 784)|(784, 256)|9|7|12|0.2923929691314697
(3000, 784)|(784, 256)|9|7|13|0.2217578887939453
(3000, 784)|(784, 256)|9|7|14|0.26398611068725586
(3000, 784)|(784, 256)|9|7|15|0.26503610610961914
(3000, 784)|(784, 256)|9|7|16|0.2792370319366455
(3000, 784)|(784, 256)|9|8|9|0.21487712860107422
(3000, 784)|(784, 256)|9|8|10|0.2755100727081299
(3000, 784)|(784, 256)|9|8|11|0.2609837055206299
(3000, 784)|(784, 256)|9|8|12|0.2951931953430176
(3000, 784)|(784, 256)|9|8|13|0.2375481128692627
(3000, 784)|(784, 256)|9|8|14|0.274691104888916
(3000, 784)|(784, 256)|9|8|15|0.25556516647338867
(3000, 784)|(784, 256)|9|8|16|0.27437472343444824
(3000, 784)|(784, 256)|10|1|2|0.2658522129058838
(3000, 784)|(784, 256)|10|1|3|0.26237916946411133
(3000, 784)|(784, 256)|10|1|4|0.22364306449890137
(3000, 784)|(784, 256)|10|1|5|0.23370599746704102
(3000, 784)|(784, 256)|10|1|6|0.23379302024841309
(3000, 784)|(784, 256)|10|1|7|0.24090790748596191
(3000, 784)|(784, 256)|10|1|8|0.24734187126159668
(3000, 784)|(784, 256)|10|1|9|0.18300819396972656
(3000, 784)|(784, 256)|10|1|10|0.2855689525604248
