shapeA|shapeB|x_f|y_f|k_f|time_taken
(4000, 784)|(784, 256)|5|1|7|0.1988978385925293
(4000, 784)|(784, 256)|5|1|8|0.25696802139282227
(4000, 784)|(784, 256)|5|1|9|0.261397123336792
(4000, 784)|(784, 256)|5|1|10|0.20418095588684082
(4000, 784)|(784, 256)|5|1|11|0.2646830081939697
(4000, 784)|(784, 256)|5|1|12|0.2848019599914551
(4000, 784)|(784, 256)|5|1|13|0.16097784042358398
(4000, 784)|(784, 256)|5|1|14|0.15749597549438477
(4000, 784)|(784, 256)|5|1|15|0.15486907958984375
(4000, 784)|(784, 256)|5|1|16|0.21556901931762695
(4000, 784)|(784, 256)|5|2|3|0.27408480644226074
(4000, 784)|(784, 256)|5|2|4|0.25396013259887695
(4000, 784)|(784, 256)|5|2|5|0.3047671318054199
(4000, 784)|(784, 256)|5|2|6|0.28190112113952637
(4000, 784)|(784, 256)|5|2|7|0.2904238700866699
(4000, 784)|(784, 256)|5|2|8|0.13530302047729492
(4000, 784)|(784, 256)|5|2|9|0.1989281177520752
(4000, 784)|(784, 256)|5|2|10|0.24897193908691406
(4000, 784)|(784, 256)|5|2|11|0.20349884033203125
(4000, 784)|(784, 256)|5|2|12|0.2861502170562744
(4000, 784)|(784, 256)|5|2|13|0.28558921813964844
(4000, 784)|(784, 256)|5|2|14|0.25727367401123047
(4000, 784)|(784, 256)|5|2|15|0.24288296699523926
(4000, 784)|(784, 256)|5|2|16|0.2738687992095947
(4000, 784)|(784, 256)|5|3|4|0.26482605934143066
