shapeA|shapeB|x_f|y_f|k_f|time_taken
(1000, 784)|(784, 256)|4|3|12|0.29062604904174805
(1000, 784)|(784, 256)|4|3|13|0.27358508110046387
(1000, 784)|(784, 256)|4|3|14|0.2991609573364258
(1000, 784)|(784, 256)|4|3|15|0.2843129634857178
(1000, 784)|(784, 256)|4|3|16|0.3403971195220947
(1000, 784)|(784, 256)|5|1|2|0.308060884475708
(1000, 784)|(784, 256)|5|1|3|0.33084797859191895
(1000, 784)|(784, 256)|5|1|4|0.2906649112701416
(1000, 784)|(784, 256)|5|1|5|0.30210399627685547
(1000, 784)|(784, 256)|5|1|6|0.3124055862426758
(1000, 784)|(784, 256)|5|1|7|0.30460619926452637
(1000, 784)|(784, 256)|5|1|8|0.26842212677001953
(1000, 784)|(784, 256)|5|1|9|0.30799293518066406
(1000, 784)|(784, 256)|5|1|10|0.2511889934539795
(1000, 784)|(784, 256)|5|1|11|0.2280712127685547
(1000, 784)|(784, 256)|5|1|12|0.31959104537963867
(1000, 784)|(784, 256)|5|1|13|0.319094181060791
(1000, 784)|(784, 256)|5|1|14|0.25724220275878906
(1000, 784)|(784, 256)|5|1|15|0.2923398017883301
(1000, 784)|(784, 256)|5|1|16|0.33083081245422363
(1000, 784)|(784, 256)|5|2|3|0.3356926441192627
(1000, 784)|(784, 256)|5|2|4|0.3278179168701172
(1000, 784)|(784, 256)|5|2|5|0.25937891006469727
(1000, 784)|(784, 256)|5|2|6|0.3388369083404541
(1000, 784)|(784, 256)|5|2|7|0.31759095191955566
(1000, 784)|(784, 256)|5|2|8|0.31402587890625
(1000, 784)|(784, 256)|5|2|9|0.3300306797027588
(1000, 784)|(784, 256)|5|2|10|0.2696871757507324
(1000, 784)|(784, 256)|5|2|11|0.33773303031921387
(1000, 784)|(784, 256)|5|2|12|0.23249220848083496
(1000, 784)|(784, 256)|5|2|13|0.2813260555267334
(1000, 784)|(784, 256)|5|2|14|0.3146979808807373
(1000, 784)|(784, 256)|5|2|15|0.3201172351837158
(1000, 784)|(784, 256)|5|2|16|0.3206160068511963
(1000, 784)|(784, 256)|5|3|4|0.41946887969970703
(1000, 784)|(784, 256)|5|3|5|0.358900785446167
(1000, 784)|(784, 256)|5|3|6|0.3540232181549072
(1000, 784)|(784, 256)|5|3|7|0.40200209617614746
(1000, 784)|(784, 256)|5|3|8|0.34897470474243164
(1000, 784)|(784, 256)|5|3|9|0.2657630443572998
(1000, 784)|(784, 256)|5|3|10|0.4079270362854004
(1000, 784)|(784, 256)|5|3|11|0.2974698543548584
(1000, 784)|(784, 256)|5|3|12|0.3246650695800781
(1000, 784)|(784, 256)|5|3|13|0.33632516860961914
(1000, 784)|(784, 256)|5|3|14|0.3167569637298584
(1000, 784)|(784, 256)|5|3|15|0.2883110046386719
(1000, 784)|(784, 256)|5|3|16|0.33152222633361816
(1000, 784)|(784, 256)|5|4|5|0.2581150531768799
(1000, 784)|(784, 256)|5|4|6|0.357438325881958
(1000, 784)|(784, 256)|5|4|7|0.3129861354827881
(1000, 784)|(784, 256)|5|4|8|0.28774094581604004
(1000, 784)|(784, 256)|5|4|9|0.2978169918060303
(1000, 784)|(784, 256)|5|4|10|0.2674601078033447
(1000, 784)|(784, 256)|5|4|11|0.2677609920501709
(1000, 784)|(784, 256)|5|4|12|0.23035502433776855
(1000, 784)|(784, 256)|5|4|13|0.4851820468902588
(1000, 784)|(784, 256)|5|4|14|0.27521395683288574
(1000, 784)|(784, 256)|5|4|15|0.27353501319885254
(1000, 784)|(784, 256)|5|4|16|0.3777048587799072
(1000, 784)|(784, 256)|6|1|2|0.3647947311401367
(1000, 784)|(784, 256)|6|1|3|0.2824089527130127
(1000, 784)|(784, 256)|6|1|4|0.2699141502380371
(1000, 784)|(784, 256)|6|1|5|0.36082983016967773
(1000, 784)|(784, 256)|6|1|6|0.3393881320953369
(1000, 784)|(784, 256)|6|1|7|0.28367185592651367
(1000, 784)|(784, 256)|6|1|8|0.2487339973449707
(1000, 784)|(784, 256)|6|1|9|0.3302929401397705
(1000, 784)|(784, 256)|6|1|10|0.30324506759643555
(1000, 784)|(784, 256)|6|1|11|0.31746482849121094
(1000, 784)|(784, 256)|6|1|12|0.42873382568359375
(1000, 784)|(784, 256)|6|1|13|0.291672945022583
(1000, 784)|(784, 256)|6|1|14|0.3884618282318115
(1000, 784)|(784, 256)|6|1|15|0.2488548755645752
(1000, 784)|(784, 256)|6|1|16|0.2463381290435791
(1000, 784)|(784, 256)|6|2|3|0.2878761291503906
(1000, 784)|(784, 256)|6|2|4|0.3132450580596924
(1000, 784)|(784, 256)|6|2|5|0.353985071182251
(1000, 784)|(784, 256)|6|2|6|0.3567781448364258
(1000, 784)|(784, 256)|6|2|7|0.3142678737640381
(1000, 784)|(784, 256)|6|2|8|0.37990808486938477
(1000, 784)|(784, 256)|6|2|9|0.328812837600708
(1000, 784)|(784, 256)|6|2|10|0.33648681640625
(1000, 784)|(784, 256)|6|2|11|0.26310110092163086
(1000, 784)|(784, 256)|6|2|12|0.2804751396179199
(1000, 784)|(784, 256)|6|2|13|0.20728206634521484
(1000, 784)|(784, 256)|6|2|14|0.3207857608795166
(1000, 784)|(784, 256)|6|2|15|0.28753113746643066
(1000, 784)|(784, 256)|6|2|16|0.29201483726501465
(1000, 784)|(784, 256)|6|3|4|0.4096660614013672
(1000, 784)|(784, 256)|6|3|5|0.25954413414001465
(1000, 784)|(784, 256)|6|3|6|0.41655826568603516
(1000, 784)|(784, 256)|6|3|7|0.3340420722961426
(1000, 784)|(784, 256)|6|3|8|0.3250308036804199
(1000, 784)|(784, 256)|6|3|9|0.34755420684814453
(1000, 784)|(784, 256)|6|3|10|0.3372321128845215
(1000, 784)|(784, 256)|6|3|11|0.3202378749847412
(1000, 784)|(784, 256)|6|3|12|0.35135483741760254
(1000, 784)|(784, 256)|6|3|13|0.34487175941467285
(1000, 784)|(784, 256)|6|3|14|0.3477210998535156
(1000, 784)|(784, 256)|6|3|15|0.35726475715637207
(1000, 784)|(784, 256)|6|3|16|0.3062431812286377
(1000, 784)|(784, 256)|6|4|5|0.3152008056640625
(1000, 784)|(784, 256)|6|4|6|0.3475639820098877
(1000, 784)|(784, 256)|6|4|7|0.31748008728027344
(1000, 784)|(784, 256)|6|4|8|0.31823301315307617
(1000, 784)|(784, 256)|6|4|9|0.34392595291137695
(1000, 784)|(784, 256)|6|4|10|0.388002872467041
(1000, 784)|(784, 256)|6|4|11|0.3097672462463379
(1000, 784)|(784, 256)|6|4|12|0.3093109130859375
(1000, 784)|(784, 256)|6|4|13|0.3009490966796875
(1000, 784)|(784, 256)|6|4|14|0.2993030548095703
(1000, 784)|(784, 256)|6|4|15|0.2689499855041504
(1000, 784)|(784, 256)|6|4|16|0.3400840759277344
(1000, 784)|(784, 256)|6|5|6|0.36434388160705566
(1000, 784)|(784, 256)|6|5|7|0.3500361442565918
(1000, 784)|(784, 256)|6|5|8|0.3573188781738281
(1000, 784)|(784, 256)|6|5|9|0.35834693908691406
(1000, 784)|(784, 256)|6|5|10|0.38536787033081055
(1000, 784)|(784, 256)|6|5|11|0.43755221366882324
(1000, 784)|(784, 256)|6|5|12|0.46253490447998047
(1000, 784)|(784, 256)|6|5|13|0.32837677001953125
(1000, 784)|(784, 256)|6|5|14|0.368366003036499
(1000, 784)|(784, 256)|6|5|15|0.3578159809112549
(1000, 784)|(784, 256)|6|5|16|0.3374369144439697
(1000, 784)|(784, 256)|7|1|2|0.31402111053466797
(1000, 784)|(784, 256)|7|1|3|0.30709195137023926
(1000, 784)|(784, 256)|7|1|4|0.23698687553405762
(1000, 784)|(784, 256)|7|1|5|0.29022789001464844
(1000, 784)|(784, 256)|7|1|6|0.31172990798950195
(1000, 784)|(784, 256)|7|1|7|0.3527660369873047
(1000, 784)|(784, 256)|7|1|8|0.3839139938354492
(1000, 784)|(784, 256)|7|1|9|0.405717134475708
(1000, 784)|(784, 256)|7|1|10|0.3324739933013916
(1000, 784)|(784, 256)|7|1|11|0.33063697814941406
(1000, 784)|(784, 256)|7|1|12|0.42934584617614746
(1000, 784)|(784, 256)|7|1|13|0.3376619815826416
(1000, 784)|(784, 256)|7|1|14|0.3435060977935791
(1000, 784)|(784, 256)|7|1|15|0.24726295471191406
(1000, 784)|(784, 256)|7|1|16|0.35508298873901367
(1000, 784)|(784, 256)|7|2|3|0.2962338924407959
(1000, 784)|(784, 256)|7|2|4|0.26396799087524414
(1000, 784)|(784, 256)|7|2|5|0.32137131690979004
(1000, 784)|(784, 256)|7|2|6|0.3339660167694092
(1000, 784)|(784, 256)|7|2|7|0.2986128330230713
(1000, 784)|(784, 256)|7|2|8|0.35294008255004883
(1000, 784)|(784, 256)|7|2|9|0.3553469181060791
(1000, 784)|(784, 256)|7|2|10|0.33477091789245605
(1000, 784)|(784, 256)|7|2|11|0.36617493629455566
(1000, 784)|(784, 256)|7|2|12|0.29079294204711914
(1000, 784)|(784, 256)|7|2|13|0.2588169574737549
(1000, 784)|(784, 256)|7|2|14|0.2759969234466553
(1000, 784)|(784, 256)|7|2|15|0.2330482006072998
(1000, 784)|(784, 256)|7|2|16|0.26407289505004883
(1000, 784)|(784, 256)|7|3|4|0.41202211380004883
(1000, 784)|(784, 256)|7|3|5|0.34226107597351074
(1000, 784)|(784, 256)|7|3|6|0.3845229148864746
(1000, 784)|(784, 256)|7|3|7|0.36561012268066406
(1000, 784)|(784, 256)|7|3|8|0.34954404830932617
(1000, 784)|(784, 256)|7|3|9|0.3713548183441162
(1000, 784)|(784, 256)|7|3|10|0.37873005867004395
(1000, 784)|(784, 256)|7|3|11|0.30936694145202637
(1000, 784)|(784, 256)|7|3|12|0.24806904792785645
(1000, 784)|(784, 256)|7|3|13|0.49308109283447266
(1000, 784)|(784, 256)|7|3|14|0.3881230354309082
(1000, 784)|(784, 256)|7|3|15|0.36040496826171875
(1000, 784)|(784, 256)|7|3|16|0.31473326683044434
(1000, 784)|(784, 256)|7|4|5|0.3343961238861084
(1000, 784)|(784, 256)|7|4|6|0.29267001152038574
(1000, 784)|(784, 256)|7|4|7|0.3204078674316406
(1000, 784)|(784, 256)|7|4|8|0.25684094429016113
(1000, 784)|(784, 256)|7|4|9|0.3050391674041748
(1000, 784)|(784, 256)|7|4|10|0.36425113677978516
(1000, 784)|(784, 256)|7|4|11|0.32410526275634766
(1000, 784)|(784, 256)|7|4|12|0.311859130859375
(1000, 784)|(784, 256)|7|4|13|0.33617424964904785
(1000, 784)|(784, 256)|7|4|14|0.31523776054382324
(1000, 784)|(784, 256)|7|4|15|0.28075695037841797
(1000, 784)|(784, 256)|7|4|16|0.266063928604126
(1000, 784)|(784, 256)|7|5|6|0.2554450035095215
(1000, 784)|(784, 256)|7|5|7|0.2668321132659912
(1000, 784)|(784, 256)|7|5|8|0.27930712699890137
(1000, 784)|(784, 256)|7|5|9|0.3021101951599121
(1000, 784)|(784, 256)|7|5|10|0.26372694969177246
(1000, 784)|(784, 256)|7|5|11|0.2653031349182129
(1000, 784)|(784, 256)|7|5|12|0.28047895431518555
(1000, 784)|(784, 256)|7|5|13|0.3896749019622803
(1000, 784)|(784, 256)|7|5|14|0.31209301948547363
(1000, 784)|(784, 256)|7|5|15|0.34874391555786133
(1000, 784)|(784, 256)|7|5|16|0.3814709186553955
(1000, 784)|(784, 256)|7|6|7|0.3111429214477539
(1000, 784)|(784, 256)|7|6|8|0.34800195693969727
(1000, 784)|(784, 256)|7|6|9|0.35358428955078125
(1000, 784)|(784, 256)|7|6|10|0.31205320358276367
(1000, 784)|(784, 256)|7|6|11|0.34571194648742676
(1000, 784)|(784, 256)|7|6|12|0.2960782051086426
(1000, 784)|(784, 256)|7|6|13|0.26940202713012695
(1000, 784)|(784, 256)|7|6|14|0.35998010635375977
(1000, 784)|(784, 256)|7|6|15|0.2814621925354004
(1000, 784)|(784, 256)|7|6|16|0.3508799076080322
(1000, 784)|(784, 256)|8|1|2|0.2507359981536865
(1000, 784)|(784, 256)|8|1|3|0.2897789478302002
(1000, 784)|(784, 256)|8|1|4|0.2983250617980957
(1000, 784)|(784, 256)|8|1|5|0.29697608947753906
(1000, 784)|(784, 256)|8|1|6|0.23892879486083984
(1000, 784)|(784, 256)|8|1|7|0.26593518257141113
(1000, 784)|(784, 256)|8|1|8|0.2689089775085449
(1000, 784)|(784, 256)|8|1|9|0.4270322322845459
(1000, 784)|(784, 256)|8|1|10|0.30368494987487793
(1000, 784)|(784, 256)|8|1|11|0.34587883949279785
(1000, 784)|(784, 256)|8|1|12|0.3024599552154541
(1000, 784)|(784, 256)|8|1|13|0.2559530735015869
(1000, 784)|(784, 256)|8|1|14|0.2864797115325928
(1000, 784)|(784, 256)|8|1|15|0.3053758144378662
(1000, 784)|(784, 256)|8|1|16|0.546807050704956
(1000, 784)|(784, 256)|8|2|3|0.3408832550048828
(1000, 784)|(784, 256)|8|2|4|0.36748504638671875
(1000, 784)|(784, 256)|8|2|5|0.33122730255126953
(1000, 784)|(784, 256)|8|2|6|0.2986879348754883
(1000, 784)|(784, 256)|8|2|7|0.3233311176300049
(1000, 784)|(784, 256)|8|2|8|0.37969088554382324
(1000, 784)|(784, 256)|8|2|9|0.3359720706939697
(1000, 784)|(784, 256)|8|2|10|0.37644529342651367
(1000, 784)|(784, 256)|8|2|11|0.28464698791503906
(1000, 784)|(784, 256)|8|2|12|0.24361610412597656
(1000, 784)|(784, 256)|8|2|13|0.35440611839294434
(1000, 784)|(784, 256)|8|2|14|0.3339409828186035
(1000, 784)|(784, 256)|8|2|15|0.28080105781555176
(1000, 784)|(784, 256)|8|2|16|0.3614921569824219
(1000, 784)|(784, 256)|8|3|4|0.46352720260620117
(1000, 784)|(784, 256)|8|3|5|0.3293159008026123
(1000, 784)|(784, 256)|8|3|6|0.3333461284637451
(1000, 784)|(784, 256)|8|3|7|0.30554699897766113
(1000, 784)|(784, 256)|8|3|8|0.3784799575805664
(1000, 784)|(784, 256)|8|3|9|0.39091014862060547
(1000, 784)|(784, 256)|8|3|10|0.3308720588684082
(1000, 784)|(784, 256)|8|3|11|0.3472909927368164
(1000, 784)|(784, 256)|8|3|12|0.3690762519836426
(1000, 784)|(784, 256)|8|3|13|0.4806380271911621
(1000, 784)|(784, 256)|8|3|14|0.3439757823944092
(1000, 784)|(784, 256)|8|3|15|0.36343812942504883
(1000, 784)|(784, 256)|8|3|16|0.3747599124908447
(1000, 784)|(784, 256)|8|4|5|0.3581357002258301
(1000, 784)|(784, 256)|8|4|6|0.30110907554626465
(1000, 784)|(784, 256)|8|4|7|0.27541470527648926
(1000, 784)|(784, 256)|8|4|8|0.2602550983428955
(1000, 784)|(784, 256)|8|4|9|0.3586008548736572
(1000, 784)|(784, 256)|8|4|10|0.34008097648620605
(1000, 784)|(784, 256)|8|4|11|0.24624109268188477
(1000, 784)|(784, 256)|8|4|12|0.3325779438018799
(1000, 784)|(784, 256)|8|4|13|0.3321230411529541
(1000, 784)|(784, 256)|8|4|14|0.3402838706970215
(1000, 784)|(784, 256)|8|4|15|0.3585081100463867
(1000, 784)|(784, 256)|8|4|16|0.4366569519042969
(1000, 784)|(784, 256)|8|5|6|0.24812817573547363
(1000, 784)|(784, 256)|8|5|7|0.3615100383758545
(1000, 784)|(784, 256)|8|5|8|0.3700079917907715
(1000, 784)|(784, 256)|8|5|9|0.2924809455871582
(1000, 784)|(784, 256)|8|5|10|0.3170459270477295
(1000, 784)|(784, 256)|8|5|11|0.34856390953063965
(1000, 784)|(784, 256)|8|5|12|0.35889410972595215
(1000, 784)|(784, 256)|8|5|13|0.33303403854370117
(1000, 784)|(784, 256)|8|5|14|0.3289637565612793
(1000, 784)|(784, 256)|8|5|15|0.27385592460632324
(1000, 784)|(784, 256)|8|5|16|0.2857229709625244
(1000, 784)|(784, 256)|8|6|7|0.3069722652435303
(1000, 784)|(784, 256)|8|6|8|0.3198883533477783
(1000, 784)|(784, 256)|8|6|9|0.3559539318084717
(1000, 784)|(784, 256)|8|6|10|0.29042887687683105
(1000, 784)|(784, 256)|8|6|11|0.33795714378356934
(1000, 784)|(784, 256)|8|6|12|0.3229057788848877
(1000, 784)|(784, 256)|8|6|13|0.3441660404205322
(1000, 784)|(784, 256)|8|6|14|0.2597839832305908
(1000, 784)|(784, 256)|8|6|15|0.29468321800231934
(1000, 784)|(784, 256)|8|6|16|0.3653531074523926
(1000, 784)|(784, 256)|8|7|8|0.3380777835845947
(1000, 784)|(784, 256)|8|7|9|0.31640195846557617
(1000, 784)|(784, 256)|8|7|10|0.40331172943115234
(1000, 784)|(784, 256)|8|7|11|0.30728816986083984
(1000, 784)|(784, 256)|8|7|12|0.30477094650268555
(1000, 784)|(784, 256)|8|7|13|0.28803396224975586
(1000, 784)|(784, 256)|8|7|14|0.332827091217041
(1000, 784)|(784, 256)|8|7|15|0.2616157531738281
(1000, 784)|(784, 256)|8|7|16|0.32485389709472656
(1000, 784)|(784, 256)|9|1|2|0.307636022567749
(1000, 784)|(784, 256)|9|1|3|0.3182258605957031
(1000, 784)|(784, 256)|9|1|4|0.28402090072631836
(1000, 784)|(784, 256)|9|1|5|0.34337782859802246
(1000, 784)|(784, 256)|9|1|6|0.3011131286621094
(1000, 784)|(784, 256)|9|1|7|0.3121938705444336
(1000, 784)|(784, 256)|9|1|8|0.3095710277557373
(1000, 784)|(784, 256)|9|1|9|0.2565419673919678
(1000, 784)|(784, 256)|9|1|10|0.3329432010650635
(1000, 784)|(784, 256)|9|1|11|0.37804508209228516
(1000, 784)|(784, 256)|9|1|12|0.35280895233154297
(1000, 784)|(784, 256)|9|1|13|0.2514629364013672
(1000, 784)|(784, 256)|9|1|14|0.27475500106811523
(1000, 784)|(784, 256)|9|1|15|0.34093499183654785
(1000, 784)|(784, 256)|9|1|16|0.2614870071411133
(1000, 784)|(784, 256)|9|2|3|0.29998207092285156
(1000, 784)|(784, 256)|9|2|4|0.35556721687316895
(1000, 784)|(784, 256)|9|2|5|0.31386804580688477
(1000, 784)|(784, 256)|9|2|6|0.3522460460662842
(1000, 784)|(784, 256)|9|2|7|0.3667161464691162
(1000, 784)|(784, 256)|9|2|8|0.30086302757263184
(1000, 784)|(784, 256)|9|2|9|0.3913297653198242
(1000, 784)|(784, 256)|9|2|10|0.3842921257019043
(1000, 784)|(784, 256)|9|2|11|0.25231504440307617
(1000, 784)|(784, 256)|9|2|12|0.306567907333374
(1000, 784)|(784, 256)|9|2|13|0.35984015464782715
(1000, 784)|(784, 256)|9|2|14|0.2767679691314697
(1000, 784)|(784, 256)|9|2|15|0.28484296798706055
(1000, 784)|(784, 256)|9|2|16|0.2441861629486084
(1000, 784)|(784, 256)|9|3|4|0.36484789848327637
(1000, 784)|(784, 256)|9|3|5|0.3368988037109375
(1000, 784)|(784, 256)|9|3|6|0.3006782531738281
(1000, 784)|(784, 256)|9|3|7|0.30460381507873535
(1000, 784)|(784, 256)|9|3|8|0.3844442367553711
(1000, 784)|(784, 256)|9|3|9|0.3463559150695801
(1000, 784)|(784, 256)|9|3|10|0.3968827724456787
(1000, 784)|(784, 256)|9|3|11|0.2907569408416748
(1000, 784)|(784, 256)|9|3|12|0.41309285163879395
(1000, 784)|(784, 256)|9|3|13|0.3319270610809326
(1000, 784)|(784, 256)|9|3|14|0.3285837173461914
(1000, 784)|(784, 256)|9|3|15|0.3589138984680176
(1000, 784)|(784, 256)|9|3|16|0.2774510383605957
(1000, 784)|(784, 256)|9|4|5|0.306394100189209
(1000, 784)|(784, 256)|9|4|6|0.344207763671875
(1000, 784)|(784, 256)|9|4|7|0.38299083709716797
(1000, 784)|(784, 256)|9|4|8|0.3145108222961426
(1000, 784)|(784, 256)|9|4|9|0.36658287048339844
(1000, 784)|(784, 256)|9|4|10|0.3326740264892578
(1000, 784)|(784, 256)|9|4|11|0.3494892120361328
(1000, 784)|(784, 256)|9|4|12|0.27820801734924316
(1000, 784)|(784, 256)|9|4|13|0.3207108974456787
(1000, 784)|(784, 256)|9|4|14|0.2665901184082031
(1000, 784)|(784, 256)|9|4|15|0.3047351837158203
(1000, 784)|(784, 256)|9|4|16|0.26430702209472656
(1000, 784)|(784, 256)|9|5|6|0.3189370632171631
(1000, 784)|(784, 256)|9|5|7|0.24608683586120605
(1000, 784)|(784, 256)|9|5|8|0.3605940341949463
(1000, 784)|(784, 256)|9|5|9|0.2826521396636963
(1000, 784)|(784, 256)|9|5|10|0.3457601070404053
(1000, 784)|(784, 256)|9|5|11|0.3177001476287842
(1000, 784)|(784, 256)|9|5|12|0.2574143409729004
(1000, 784)|(784, 256)|9|5|13|0.29824090003967285
(1000, 784)|(784, 256)|9|5|14|0.2830538749694824
(1000, 784)|(784, 256)|9|5|15|0.3419780731201172
(1000, 784)|(784, 256)|9|5|16|0.26749277114868164
(1000, 784)|(784, 256)|9|6|7|0.25798797607421875
(1000, 784)|(784, 256)|9|6|8|0.26059913635253906
(1000, 784)|(784, 256)|9|6|9|0.3001251220703125
(1000, 784)|(784, 256)|9|6|10|0.2631709575653076
(1000, 784)|(784, 256)|9|6|11|0.2867119312286377
(1000, 784)|(784, 256)|9|6|12|0.3359408378601074
(1000, 784)|(784, 256)|9|6|13|0.3482539653778076
(1000, 784)|(784, 256)|9|6|14|0.24376702308654785
(1000, 784)|(784, 256)|9|6|15|0.34680771827697754
(1000, 784)|(784, 256)|9|6|16|0.29563188552856445
(1000, 784)|(784, 256)|9|7|8|0.38341617584228516
(1000, 784)|(784, 256)|9|7|9|0.2592287063598633
(1000, 784)|(784, 256)|9|7|10|0.3543391227722168
(1000, 784)|(784, 256)|9|7|11|0.29845094680786133
(1000, 784)|(784, 256)|9|7|12|0.32444190979003906
(1000, 784)|(784, 256)|9|7|13|0.34484195709228516
(1000, 784)|(784, 256)|9|7|14|0.23596596717834473
(1000, 784)|(784, 256)|9|7|15|0.31409406661987305
(1000, 784)|(784, 256)|9|7|16|0.3020808696746826
(1000, 784)|(784, 256)|9|8|9|0.2923750877380371
(1000, 784)|(784, 256)|9|8|10|0.3451418876647949
(1000, 784)|(784, 256)|9|8|11|0.2738840579986572
(1000, 784)|(784, 256)|9|8|12|0.28560304641723633
(1000, 784)|(784, 256)|9|8|13|0.2800750732421875
(1000, 784)|(784, 256)|9|8|14|0.3133049011230469
(1000, 784)|(784, 256)|9|8|15|0.31273889541625977
(1000, 784)|(784, 256)|9|8|16|0.29739904403686523
(1000, 784)|(784, 256)|10|1|2|0.3079671859741211
(1000, 784)|(784, 256)|10|1|3|0.26912617683410645
(1000, 784)|(784, 256)|10|1|4|0.33131861686706543
(1000, 784)|(784, 256)|10|1|5|0.3474271297454834
(1000, 784)|(784, 256)|10|1|6|0.26712512969970703
(1000, 784)|(784, 256)|10|1|7|0.3324720859527588
(1000, 784)|(784, 256)|10|1|8|0.3506748676300049
(1000, 784)|(784, 256)|10|1|9|0.4706611633300781
(1000, 784)|(784, 256)|10|1|10|0.32636094093322754
